model,position,true_class,pred_class,correct,trust_score,max_softmax,mc_dropout,calib_health
rf_5class_cw,28,3,0,0,38.66311479908894,0.9792177081108092,,red
rf_5class_cw,29,1,1,1,60.930018422082085,0.9999958872795104,,green
rf_5class_cw,30,1,1,1,1.7149099804497712,0.799996018409729,,green
rf_5class_cw,31,4,0,0,0.8099510917391001,0.9789482355117798,,red
rf_5class_cw,32,2,2,1,0.5118296300803423,0.8475085496902466,,red
rf_5class_cw,33,2,2,1,3.894844854921675,0.5581377148628235,,red
rf_5class_cw,34,1,1,1,29.827866231378195,0.9999958872795104,,green
rf_5class_cw,35,3,0,0,145.80723871345305,0.9999958872795104,,red
rf_5class_cw,36,1,1,1,42.673542744646184,0.9999958872795104,,green
rf_5class_cw,37,1,1,1,37.7508780729963,0.9999958872795104,,green
rf_5class_cw,38,1,1,1,12.54300592275959,0.9999958872795104,,green
rf_5class_cw,39,2,2,1,5.395576388261182,0.9999958872795104,,red
rf_5class_cw,40,0,0,1,8.869197208058228,0.9999958872795104,,red
rf_5class_cw,41,3,0,0,2.8813486310424046,0.9999958276748656,,red
rf_5class_cw,42,1,1,1,42.72191527342177,0.9999958872795104,,green
rf_5class_cw,43,2,2,1,0.72626102811069,0.9999958872795104,,red
rf_5class_cw,44,2,2,1,0.7771211552523958,0.6249951720237732,,red
rf_5class_cw,45,3,0,0,1.039539353709097,0.9632036685943604,,red
rf_5class_cw,46,1,1,1,53.12079281147696,0.9999958872795104,,green
rf_5class_cw,47,1,1,1,117.26000440708827,0.9999958872795104,,green
rf_5class_cw,48,0,0,1,3.113854624616406,0.9999958872795104,,red
rf_5class_cw,49,3,0,0,3.678652686456262,0.808820366859436,,red
rf_5class_cw,50,2,2,1,55.958926136141855,0.9999958872795104,,red
rf_5class_cw,51,2,0,0,0.46083977806702164,0.9119937419891356,,red
rf_5class_cw,52,3,0,0,2.502473833729125,0.9999958872795104,,red
rf_5class_cw,53,1,1,1,30.489036844561028,0.9999958872795104,,green
rf_5class_cw,54,2,2,1,0.4661758370091211,0.9999958872795104,,red
rf_5class_cw,55,3,0,0,2.345951887254269,0.9999958872795104,,red
rf_5class_cw,56,1,1,1,32.283261860802064,0.9999958872795104,,green
rf_5class_cw,57,0,0,1,35.49648013623536,0.9999958872795104,,red
rf_5class_cw,58,2,2,1,1.7591405460069016,0.9999958872795104,,red
rf_5class_cw,59,3,3,1,0.5583492911931448,0.6363614201545715,,green
rf_5class_cw,60,0,0,1,15.188129810275564,0.9999958872795104,,red
rf_5class_cw,61,3,0,0,2.055299730114618,0.7118062973022461,,red
rf_5class_cw,62,0,0,1,14.349564981967651,0.9999958872795104,,red
rf_5class_cw,63,0,0,1,16.055043727055494,0.9999958872795104,,red
rf_5class_cw,64,2,0,0,0.5262633436269131,0.9790882468223572,,red
rf_5class_cw,65,0,0,1,108.27163647216688,0.9999958872795104,,red
rf_5class_cw,66,0,0,1,16.28112185754801,0.9999958872795104,,red
rf_5class_cw,67,1,1,1,2.1038647028110327,0.9795879125595092,,green
rf_5class_cw,68,0,0,1,68.39482951299627,0.9999958872795104,,red
rf_5class_cw,69,0,0,1,25.344712126673915,0.9999958872795104,,red
rf_5class_cw,70,0,0,1,85.8093914255096,0.9999958872795104,,red
rf_5class_cw,71,2,2,1,124.25899873220571,0.9999958872795104,,red
rf_5class_cw,72,0,0,1,5.311273611542196,0.9999958872795104,,red
rf_5class_cw,73,1,1,1,34.00488530108476,0.9999958872795104,,green
rf_5class_cw,74,3,3,1,0.5187650659414932,0.5600796341896057,,green
rf_5class_cw,75,4,0,0,1.6734970683370514,0.996996283531189,,red
rf_5class_cw,76,3,0,0,58.73975394148585,0.9790882468223572,,red
rf_5class_cw,77,2,0,0,1.1269860200283877,0.9759657979011536,,red
rf_5class_cw,78,0,0,1,25.966264160293033,0.9999958872795104,,red
rf_5class_cw,79,0,0,1,58.55786995056329,0.9999958872795104,,red
rf_5class_cw,80,1,1,1,32.30504045170547,0.9999958872795104,,green
rf_5class_cw,81,2,2,1,22.13308166960523,0.9999958872795104,,red
rf_5class_cw,82,1,1,1,88.75040658610993,0.9999958872795104,,green
rf_5class_cw,83,4,0,0,0.7213933834184233,0.9998497366905212,,red
rf_5class_cw,84,0,2,0,2.652325344789137,0.9999958872795104,,red
rf_5class_cw,85,1,1,1,30.800958416167102,0.9999958872795104,,green
rf_5class_cw,86,0,0,1,17966.950484829355,0.9999958872795104,,red
rf_5class_cw,87,1,0,0,5.1521210648271705,0.9119937419891356,,red
rf_5class_cw,88,0,0,1,71.9775417347049,0.9999958872795104,,red
rf_5class_cw,89,1,1,1,40.94800552026052,0.9999958872795104,,green
rf_5class_cw,90,0,2,0,8.603434907661883,0.9999958872795104,,red
rf_5class_cw,91,1,1,1,66.43537856706052,0.9999958872795104,,green
rf_5class_cw,92,0,0,1,49.41002547877324,0.9999958872795104,,red
rf_5class_cw,93,1,1,1,34.40484502084375,0.9999958872795104,,green
rf_5class_cw,94,4,0,0,1.5156847998829357,0.9933711290359496,,red
rf_5class_cw,95,4,0,0,3.0063956630853266,0.9999126195907592,,red
rf_5class_cw,96,1,1,1,87.2130665080078,0.9999958872795104,,green
rf_5class_cw,97,0,0,1,20.23036164579761,0.9999958872795104,,red
rf_5class_cw,98,0,0,1,11.00101751145461,0.9999958872795104,,red
rf_5class_cw,99,1,1,1,40.14090607953352,0.9999958872795104,,green
rf_5class_cw,100,3,0,0,4.155293912539958,0.9999853372573853,,red
rf_5class_cw,101,2,0,0,0.5059526748612464,0.9790882468223572,,red
rf_5class_cw,102,2,0,0,1.119868837594635,0.9759657979011536,,red
rf_5class_cw,103,3,0,0,2.833699445622038,0.9999853372573853,,red
rf_5class_cw,104,0,0,1,2514.4784604752494,0.9999958872795104,,red
rf_5class_cw,105,3,0,0,1.7701894802098987,0.9790874719619752,,red
rf_5class_cw,106,1,1,1,42.385508127308995,0.9999958872795104,,green
rf_5class_cw,107,2,2,1,0.7255690736320273,0.6666612029075623,,red
rf_5class_cw,108,2,2,1,0.329451792399259,0.6666612029075623,,red
rf_5class_cw,109,4,0,0,10.45779375788462,0.9999958872795104,,red
rf_5class_cw,110,4,3,0,0.9312592176090414,0.7244718074798584,,green
rf_5class_cw,111,0,0,1,1221.5958531099059,0.9999958872795104,,red
rf_5class_cw,112,3,0,0,41.89195261898397,0.9790882468223572,,red
rf_5class_cw,113,0,0,1,2.3797072783983158,0.9790882468223572,,red
rf_5class_cw,114,2,0,0,1.037392956196567,0.9759657979011536,,red
rf_5class_cw,115,0,0,1,0.9798141916268777,0.9790882468223572,,red
rf_5class_cw,116,2,2,1,0.32114019447558806,0.6249951720237732,,red
rf_5class_cw,117,3,0,0,2.7682108350781784,0.8298726081848145,,red
rf_5class_cw,118,3,0,0,4.930551978025363,0.9999949932098388,,red
rf_5class_cw,119,2,2,1,1.726007180694627,0.9999958872795104,,red
rf_5class_cw,120,1,1,1,50.96398809463424,0.9999958872795104,,green
rf_5class_cw,121,3,0,0,20.59651051303736,0.9999958872795104,,red
rf_5class_cw,122,3,0,0,1.1803220304561737,0.9790882468223572,,red
rf_5class_cw,123,1,1,1,38.42026785065283,0.9999958872795104,,green
rf_5class_cw,124,2,2,1,0.5339844215952094,0.6666612029075623,,red
rf_5class_cw,125,1,1,1,7.645254749341272,0.7325557470321655,,green
rf_5class_cw,126,1,2,0,0.7943241891328121,0.5581380128860474,,red
rf_5class_cw,127,0,0,1,8.792260085040365,0.9999958872795104,,red
rf_5class_cw,128,0,0,1,8.272242054265021,0.9999958872795104,,red
rf_5class_cw,129,1,1,1,1.6260071527618443,0.7692270874977112,,green
rf_5class_cw,130,0,0,1,10.530083496292564,0.9999958872795104,,red
rf_5class_cw,131,1,1,1,19.438316387421153,0.9999958872795104,,green
rf_5class_cw,132,1,1,1,36.2556622406713,0.9999958872795104,,green
rf_5class_cw,133,1,1,1,141.5659331554464,0.9999958872795104,,green
rf_5class_cw,134,2,2,1,44.415829685732234,0.9999958872795104,,red
rf_5class_cw,135,0,0,1,490.0034220450606,0.9999958872795104,,red
rf_5class_cw,136,4,3,0,1.0134152226003867,0.5908228754997253,,green
rf_5class_cw,137,4,3,0,0.9326366126491756,0.7256394624710083,,green
rf_5class_cw,138,3,0,0,4.274055572787488,0.9999749660491944,,red
rf_5class_cw,139,3,0,0,2.2888318889364054,0.9999958872795104,,red
rf_5class_cw,140,2,2,1,0.6488300239962748,0.9999958872795104,,red
rf_5class_cw,141,2,2,1,2.2055631746037276,0.9999958872795104,,red
rf_5class_cw,142,3,0,0,42.57292616405532,0.9790882468223572,,red
rf_5class_cw,143,1,1,1,37.97457009128166,0.9999958872795104,,green
rf_5class_cw,144,2,2,1,0.5219705794341534,0.8407607078552246,,red
rf_5class_cw,145,2,2,1,0.417338243154709,0.9999958872795104,,red
rf_5class_cw,146,0,0,1,7.17073159660386,0.9999958872795104,,red
rf_5class_cw,147,1,1,1,192.22519358883906,0.9999958872795104,,green
rf_5class_cw,148,0,0,1,4858.053499540934,0.9999958872795104,,red
rf_5class_cw,149,2,2,1,31.214105024350733,0.9999958872795104,,red
rf_5class_cw,150,3,0,0,4.316382944274717,0.9792100191116332,,red
rf_5class_cw,151,2,0,0,0.7574693482918073,0.5624969601631165,,red
rf_5class_cw,152,2,2,1,0.4793967271049067,0.545207679271698,,red
rf_5class_cw,153,0,0,1,12.448686471825434,0.9999958872795104,,red
rf_5class_cw,154,0,0,1,88.00232032360984,0.9999958872795104,,red
rf_5class_cw,155,1,0,0,3.1869624413356052,0.9999958872795104,,red
rf_5class_cw,156,2,2,1,0.5000056261164681,0.9999958872795104,,red
rf_5class_cw,157,0,0,1,63287.85647404371,0.9999958872795104,,red
rf_5class_cw,158,1,0,0,9.228822917338588,0.9792177081108092,,red
rf_5class_cw,159,4,4,1,0.9092133882261836,1.0,,red
rf_5class_cw,160,1,1,1,99.57155799037068,0.9999958872795104,,green
rf_5class_cw,161,2,2,1,4.851816742314382,0.9999958872795104,,red
rf_5class_cw,162,0,0,1,99.83056755064042,0.9999958872795104,,red
rf_5class_cw,163,1,1,1,14.449817428670215,0.9999958872795104,,green
rf_5class_cw,164,2,2,1,2.392024630944757,0.9999958872795104,,red
rf_5class_cw,165,1,1,1,39.72897051748221,0.9999958872795104,,green
rf_5class_cw,166,2,2,1,0.7509443244292674,0.7826045155525208,,red
rf_5class_cw,167,3,0,0,3.776583109212632,0.9795879125595092,,red
rf_5class_cw,168,0,0,1,4159.972294492025,0.9999958872795104,,red
rf_5class_cw,169,0,0,1,525.9687638870187,0.9999958872795104,,red
rf_5class_cw,170,1,1,1,65.66671591887884,0.9999958872795104,,green
rf_5class_cw,171,2,2,1,57.219884077877076,0.9999958872795104,,red
rf_5class_cw,172,2,1,0,1.581784071006501,0.9999958872795104,,green
rf_5class_cw,173,0,0,1,44.42975861749089,0.9999958872795104,,red
rf_5class_cw,174,1,1,1,61.94915170460592,0.9999958872795104,,green
rf_5class_cw,175,2,1,0,1.262596158273914,0.852985680103302,,green
rf_5class_cw,176,1,1,1,32.38044102823892,0.9999958872795104,,green
rf_5class_cw,177,3,0,0,1.8064405047069794,0.9999958276748656,,red
rf_5class_cw,178,0,0,1,133.6471487104573,0.9999958872795104,,red
rf_5class_cw,179,4,0,0,0.5277103279288629,0.9011281728744508,,red
rf_5class_cw,180,0,0,1,50.07139127680396,0.9999958872795104,,red
rf_5class_cw,181,3,0,0,5.722767956471099,0.999995768070221,,red
rf_5class_cw,182,1,1,1,77.26081823549214,0.9999958872795104,,green
rf_5class_cw,183,1,1,1,64.33318128118384,0.9999958872795104,,green
rf_5class_cw,184,4,0,0,7.918187470610161,0.9999958872795104,,red
rf_5class_cw,185,1,1,1,68.92803776774227,0.9999958872795104,,green
rf_5class_cw,186,0,0,1,29.856262755197736,0.9999749660491944,,red
rf_5class_cw,187,0,0,1,9.284223232285452,0.9999958872795104,,red
rf_5class_cw,188,3,0,0,1.6843063432855836,0.999994933605194,,red
rf_5class_cw,189,1,1,1,170.20340779110825,0.9999958872795104,,green
rf_5class_cw,190,0,0,1,11.646964187113316,0.9999958872795104,,red
rf_5class_cw,191,4,0,0,3.5160934067882637,0.9981738924980164,,red
rf_5class_cw,192,1,1,1,16.116301652443536,0.9795879125595092,,green
rf_5class_cw,193,3,0,0,2.603613491696479,0.9999958872795104,,red
rf_5class_cw,194,3,0,0,2.5834268680809322,0.9999958872795104,,red
rf_5class_cw,195,0,0,1,9.66439097776326,0.9999958872795104,,red
rf_5class_cw,196,2,0,0,0.5340912477971104,0.9790882468223572,,red
rf_5class_cw,197,4,0,0,3.746349203000631,0.9999939799308776,,red
rf_5class_cw,198,3,0,0,73.11730434610683,0.9999958872795104,,red
rf_5class_cw,199,4,0,0,0.8458752163805637,0.9999384880065918,,red
rf_5class_cw,200,1,1,1,93.52429167324931,0.9999958872795104,,green
rf_5class_cw,201,1,1,1,99.31279984940637,0.9999958872795104,,green
rf_5class_cw,202,2,1,0,1.7564281569664888,0.4074053466320038,,green
rf_5class_cw,203,4,0,0,7.843338443366402,0.9999958276748656,,red
rf_5class_cw,204,0,0,1,61.346690968790845,0.9999958872795104,,red
rf_5class_cw,205,4,0,0,1.6724717463009382,0.9999853372573853,,red
rf_5class_cw,206,2,0,0,0.5338288469472459,0.9790882468223572,,red
rf_5class_cw,207,0,0,1,80109.39919863093,0.9999958872795104,,red
rf_5class_cw,208,2,0,0,0.7345595704134326,0.6206867694854736,,red
rf_5class_cw,209,2,2,1,23.294655092495084,0.9999958872795104,,red
rf_5class_cw,210,3,0,0,2.859874851320108,0.9999958872795104,,red
rf_5class_cw,211,1,0,0,9.269392620882305,0.9999958872795104,,red
rf_5class_cw,212,1,1,1,64.31376652130965,0.9999958872795104,,green
rf_5class_cw,213,2,0,0,0.9564324128279605,0.9488101601600648,,red
rf_5class_cw,214,0,0,1,6.8309452435376095,0.9999958872795104,,red
rf_5class_cw,215,3,0,0,3.5246752957429024,0.9999958872795104,,red
rf_5class_cw,216,3,0,0,3.721436897446621,0.9999958872795104,,red
rf_5class_cw,217,3,0,0,3.269591146059651,0.9999958872795104,,red
rf_5class_cw,218,3,0,0,2.8552726169121097,0.9999897480010986,,red
rf_5class_cw,219,1,1,1,40.95133685120647,0.9999958872795104,,green
rf_5class_cw,220,2,0,0,0.5385848562197215,0.9119937419891356,,red
rf_5class_cw,221,1,1,1,103.09364237403257,0.9999958872795104,,green
rf_5class_cw,222,1,1,1,5.026705626082752,0.5499981045722961,,green
rf_5class_cw,223,1,1,1,29.401864962740014,0.9999958872795104,,green
rf_5class_cw,224,1,0,0,1.184818205033557,0.506808876991272,,red
rf_5class_cw,225,2,1,0,5.55465238354109,0.9999958872795104,,green
rf_5class_cw,226,2,2,1,0.7749094387400498,0.9999958872795104,,red
rf_5class_cw,227,1,1,1,68.0314537042189,0.9999958872795104,,green
rf_5class_cw,228,3,0,0,0.5886683512356388,0.9488101601600648,,red
rf_5class_cw,229,0,0,1,17.952341059644375,0.9488101601600648,,red
rf_5class_cw,230,2,2,1,2.3954073655684223,0.9999958872795104,,red
rf_5class_cw,231,1,1,1,6.871677029564909,0.9999958872795104,,green
rf_5class_cw,232,2,2,1,4.176336193189626,0.9999958872795104,,red
rf_5class_cw,233,3,0,0,1.3965491608832254,0.9488101601600648,,red
rf_5class_cw,234,0,0,1,11.527031357755583,0.9999958872795104,,red
rf_5class_cw,235,3,0,0,2.8672278143164234,0.9999897480010986,,red
rf_5class_cw,236,1,1,1,2.502846474409763,0.9999958872795104,,green
rf_5class_cw,237,0,0,1,37.26448773354585,0.9999958872795104,,red
rf_5class_cw,238,2,2,1,73.06923977920349,0.9999958872795104,,red
rf_5class_cw,239,3,0,0,1.3014254449495735,0.9790824055671692,,red
rf_5class_cw,240,1,1,1,111.70350027519119,0.9999958872795104,,green
rf_5class_cw,241,1,1,1,112.11422168928036,0.9999958872795104,,green
rf_5class_cw,242,4,0,0,1.098973260235372,0.9978950619697572,,red
rf_5class_cw,243,3,0,0,1.2028972085641831,0.9999958872795104,,red
rf_5class_cw,244,1,1,1,119.94639224975575,0.9999958872795104,,green
rf_5class_cw,245,0,0,1,24.828688630057748,0.9999958872795104,,red
rf_5class_cw,246,1,0,0,1.3458807573685359,0.9790882468223572,,red
rf_5class_cw,247,1,1,1,22.76685394757251,0.9999958872795104,,green
rf_5class_cw,248,3,0,0,3.283974460104595,0.9999958872795104,,red
rf_5class_cw,249,3,0,0,3.8881567384998075,0.9999958872795104,,red
rf_5class_cw,250,3,0,0,3.4570899333947755,0.9999914169311525,,red
rf_5class_cw,251,0,0,1,14800.34750334456,0.9999958872795104,,red
rf_5class_cw,252,3,0,0,146.96079644419495,0.9792177081108092,,red
rf_5class_cw,253,1,0,0,1.2733264465484215,0.6063129901885986,,red
rf_5class_cw,254,3,0,0,5.76384880133077,0.999995768070221,,red
rf_5class_cw,255,1,0,0,4.252830498335819,0.9792177081108092,,red
rf_5class_cw,256,2,2,1,57.56826484124689,0.9999958872795104,,red
rf_5class_cw,257,1,0,0,1.6155389015511816,0.9414371252059937,,red
rf_5class_cw,258,2,2,1,97.78013833855779,0.9999958872795104,,red
rf_5class_cw,259,0,0,1,3.9629594277734115,0.9999958872795104,,red
rf_5class_cw,260,1,1,1,78.62231457092079,0.9999958872795104,,green
rf_5class_cw,261,4,0,0,0.6907882072118758,0.9999488592147828,,red
rf_5class_cw,262,3,0,0,3.333524598433146,0.9999897480010986,,red
rf_5class_cw,263,0,0,1,0.5001498112815831,0.9947037100791932,,red
rf_5class_cw,264,4,0,0,1.2926646544421059,0.9999950528144836,,red
rf_5class_cw,265,3,0,0,2.475814528738789,0.9999958872795104,,red
rf_5class_cw,266,3,0,0,12.017698786635911,0.9999958872795104,,red
rf_5class_cw,267,0,0,1,138.9733791282094,0.9999958872795104,,red
rf_5class_cw,268,1,1,1,45.254858032219765,0.9999958872795104,,green
rf_5class_cw,269,1,1,1,65.67322134364301,0.9999958872795104,,green
rf_5class_cw,270,0,0,1,4.907162360547256,0.9999958872795104,,red
rf_5class_cw,271,2,0,0,0.9258210758378882,0.9488101601600648,,red
rf_5class_cw,272,1,1,1,43.275277869500506,0.9999958872795104,,green
rf_5class_cw,273,0,0,1,0.9811168634302778,0.9790882468223572,,red
rf_5class_cw,274,3,3,1,0.4610547574369435,0.6363614201545715,,green
rf_5class_cw,275,0,0,1,392.3478956711679,0.9999958872795104,,red
rf_5class_cw,276,3,0,0,3.658118679426315,0.9999877214431764,,red
rf_5class_cw,277,0,0,1,5.485859990225386,0.9795879125595092,,red
rf_5class_cw,278,3,3,1,0.6800902520073262,0.8271665573120117,,green
rf_5class_cw,279,1,0,0,7.707895581549069,0.9999958872795104,,red
rf_5class_cw,280,1,1,1,45.759561817822664,0.9999958872795104,,green
rf_5class_cw,281,0,0,1,12767.773720419753,0.9999958872795104,,red
rf_5class_cw,282,3,0,0,1.8218759605632804,0.9999958872795104,,red
rf_5class_cw,283,3,0,0,5.830866455236357,0.999995768070221,,red
rf_5class_cw,284,0,0,1,23.88242167071943,0.9999958872795104,,red
rf_5class_cw,285,2,2,1,0.5655173808969268,0.9999958872795104,,red
rf_5class_cw,286,1,1,1,4.8822836003469945,0.9999958872795104,,green
rf_5class_cw,287,2,1,0,1.739145470748724,0.9999958872795104,,green
rf_5class_cw,288,0,0,1,11.028543067025112,0.9999958872795104,,red
rf_5class_cw,289,2,1,0,1.3366442903196487,0.9999958872795104,,green
rf_5class_cw,290,3,0,0,2.409518649960852,0.9999958872795104,,red
rf_5class_cw,291,3,0,0,2.5872828236977696,0.9999958872795104,,red
rf_5class_cw,292,3,0,0,84.12962150358254,0.9999958872795104,,red
rf_5class_cw,293,3,0,0,93.9734819541247,0.9999940991401672,,red
rf_5class_cw,294,3,0,0,43.824741267642274,0.9790882468223572,,red
rf_5class_cw,295,1,1,1,2.3306065161157417,0.5263140797615051,,green
rf_5class_cw,296,1,1,1,1.5023064478430688,0.9999958872795104,,green
rf_5class_cw,297,0,0,1,64.68206490638296,0.9999958872795104,,red
rf_5class_cw,298,0,0,1,12.840163750688683,0.9999958872795104,,red
rf_5class_cw,299,3,0,0,1.6487484530667262,0.9999958872795104,,red
rf_5class_cw,300,1,1,1,44.50497023919251,0.9999958872795104,,green
rf_5class_cw,301,0,0,1,66371.05195416554,0.9999958872795104,,red
rf_5class_cw,302,2,2,1,4.981359532839901,0.9999958872795104,,red
rf_5class_cw,303,1,1,1,42.20131275014363,0.9999958872795104,,green
rf_5class_cw,304,1,1,1,22.335037783425175,0.9999958872795104,,green
rf_5class_cw,305,1,1,1,39.761639344224555,0.9999958872795104,,green
rf_5class_cw,306,2,2,1,2.0656606146773724,0.9999958872795104,,red
rf_5class_cw,307,3,3,1,1.2539846215330344,0.818178117275238,,green
rf_5class_cw,308,2,2,1,3.924489780814376,0.9999958872795104,,red
rf_5class_cw,309,4,0,0,1.0010032666133923,0.9998742938041688,,red
rf_5class_cw,310,0,0,1,52.83700889694589,0.9999958872795104,,red
rf_5class_cw,311,0,0,1,2432.6830845347376,0.9999958872795104,,red
rf_5class_cw,312,2,2,1,36.97017322266763,0.9999958872795104,,red
rf_5class_cw,313,2,2,1,59.969923608164954,0.9999958872795104,,red
rf_5class_cw,314,1,1,1,31.554502298813897,0.9999958872795104,,green
rf_5class_cw,315,1,1,1,97.21986484406168,0.9999958872795104,,green
rf_5class_cw,316,0,0,1,13.38207618873195,0.9999958872795104,,red
rf_5class_cw,317,3,0,0,5.00413974043837,0.5454518795013428,,red
rf_5class_cw,318,0,0,1,15.876965944676158,0.9999958872795104,,red
rf_5class_cw,319,3,0,0,3.070406242891853,0.808820366859436,,red
rf_5class_cw,320,3,0,0,2.598940441655635,0.9999958872795104,,red
rf_5class_cw,321,1,1,1,1.9072888778717787,0.769225537776947,,green
rf_5class_cw,322,3,0,0,2.8396547646631656,0.9999939799308776,,red
rf_5class_cw,323,1,1,1,12.212521821546499,0.6891865134239197,,green
rf_5class_cw,324,1,1,1,173.4559193052717,0.9999958872795104,,green
rf_5class_cw,325,3,0,0,3.0904316491051245,0.999992847442627,,red
rf_5class_cw,326,0,0,1,11.989133612392992,0.9999958872795104,,red
rf_5class_cw,327,1,2,0,0.4075825878801924,0.5454530119895935,,red
rf_5class_cw,328,2,0,0,1.2364136253845157,0.9790882468223572,,red
rf_5class_cw,329,3,0,0,2.9597790744114763,0.9999897480010986,,red
rf_5class_cw,330,2,2,1,85.59612719732627,0.9999958872795104,,red
rf_5class_cw,331,3,0,0,3.8025829701117417,0.9792169332504272,,red
rf_5class_cw,332,3,0,0,37.83053914294394,0.9792177081108092,,red
rf_5class_cw,333,2,2,1,85.23717599432095,0.9999958872795104,,red
rf_5class_cw,334,0,0,1,12.220864723624082,0.9999958872795104,,red
rf_5class_cw,335,2,2,1,73.06534755685213,0.9999958872795104,,red
rf_5class_cw,336,3,0,0,4.231610052053022,0.9999897480010986,,red
rf_5class_cw,337,0,0,1,29.1648247527604,0.9999958872795104,,red
rf_5class_cw,338,2,2,1,163.58730588948745,0.9999958872795104,,red
rf_5class_cw,339,0,0,1,56.17940467543389,0.9999958872795104,,red
rf_5class_cw,340,1,1,1,49.90706538146247,0.9999958872795104,,green
rf_5class_cw,341,0,0,1,556.2954020097603,0.9999958872795104,,red
rf_5class_cw,342,3,0,0,1.121745718781857,0.9999915957450868,,red
rf_5class_cw,343,1,1,1,4.993974748027913,0.9999958872795104,,green
rf_5class_cw,344,3,0,0,3.128726655360525,0.999992847442627,,red
rf_5class_cw,345,0,0,1,12.844812053577291,0.9999958872795104,,red
rf_5class_cw,346,0,0,1,30.79257652337355,0.9999958872795104,,red
rf_5class_cw,347,2,2,1,60.13203440009625,0.9999958872795104,,red
rf_5class_cw,348,0,0,1,50.92146700807225,0.9999958872795104,,red
rf_5class_cw,349,2,2,1,0.31810313215111535,0.6666612029075623,,red
rf_5class_cw,350,2,2,1,64.57568781711682,0.9999958872795104,,red
rf_5class_cw,351,0,0,1,14.650075041569716,0.9999958872795104,,red
rf_5class_cw,352,0,0,1,36.1201416119453,0.9999958872795104,,red
rf_5class_cw,353,1,1,1,17.04472979462982,0.9999958872795104,,green
rf_5class_cw,354,3,0,0,63.918164870767995,0.9790882468223572,,red
rf_5class_cw,355,1,0,0,8.914565353192938,0.9999958872795104,,red
rf_5class_cw,356,1,1,1,90.04427589674206,0.9999958872795104,,green
rf_5class_cw,357,1,0,0,5.61272654521105,0.9790882468223572,,red
rf_5class_cw,358,0,0,1,29493.298969854164,0.9999958872795104,,red
rf_5class_cw,359,4,0,0,1.0993269485484118,0.9732003808021544,,red
rf_5class_cw,360,2,0,0,1.191001460627254,0.9414371252059937,,red
rf_5class_cw,361,2,2,1,0.5562476529757465,0.7826045155525208,,red
rf_5class_cw,362,0,0,1,59.67727844559523,0.9999958872795104,,red
rf_5class_cw,363,2,2,1,43.37577866458918,0.9999958872795104,,red
rf_5class_cw,364,0,1,0,1.1167652303640665,0.9999958872795104,,green
rf_5class_cw,365,1,1,1,33.893247867643595,0.9999958872795104,,green
rf_5class_cw,366,0,1,0,10.530985954317748,0.9795879125595092,,green
rf_5class_cw,367,3,0,0,1.6145295649033506,0.9999958872795104,,red
rf_5class_cw,368,3,0,0,1.7917268763917427,0.9488094449043274,,red
rf_5class_cw,369,0,0,1,15.907321729180131,0.9999958872795104,,red
rf_5class_cw,370,3,0,0,6.074070850674785,0.999995768070221,,red
rf_5class_cw,371,0,0,1,51.686858881532714,0.9999958872795104,,red
rf_5class_cw,372,1,1,1,30.401819630025138,0.9999958872795104,,green
