dataset,model,sample_position,true_class,pred_class,correct,c1,c2,c3,scts
nsl_kdd_v2,rf_5class_cw,46,1,1,1,0.9999967813491821,0.6666666865348816,0.9999933242797852,87.35775756835938
nsl_kdd_v2,rf_5class_cw,47,1,1,1,0.9999967813491821,0.6666666865348816,0.9999933242797852,87.35775756835938
nsl_kdd_v2,rf_5class_cw,48,0,0,1,0.9999967813491821,0.4285714328289032,0.9999967813491821,75.39458465576172
nsl_kdd_v2,rf_5class_cw,49,3,0,0,0.7841907739639282,0.3333333432674408,0.7841907739639282,58.962257385253906
nsl_kdd_v2,rf_5class_cw,50,2,2,1,0.9999967813491821,0.6666666865348816,0.9999967813491821,87.35786437988281
nsl_kdd_v2,rf_5class_cw,51,2,0,0,0.901633083820343,0.6666666865348816,0.901633083820343,81.531005859375
nsl_kdd_v2,rf_5class_cw,52,3,0,0,0.9999967813491821,0.5384615659713745,0.9999967813491821,81.35494232177734
nsl_kdd_v2,rf_5class_cw,53,1,1,1,0.9999967813491821,0.8181818127632141,0.9999933242797852,93.52947235107422
nsl_kdd_v2,rf_5class_cw,54,2,2,1,0.9999967813491821,0.6666666865348816,0.9999967813491821,87.35786437988281
nsl_kdd_v2,rf_5class_cw,55,3,0,0,0.9999967813491821,0.5384615659713745,0.9999967813491821,81.35494232177734
nsl_kdd_v2,rf_5class_cw,56,1,1,1,0.9999967813491821,0.5384615659713745,0.9999933242797852,81.3548583984375
nsl_kdd_v2,rf_5class_cw,57,0,0,1,0.9999967813491821,0.4285714328289032,0.9999967813491821,75.39458465576172
nsl_kdd_v2,rf_5class_cw,58,2,2,1,0.9999967813491821,0.5384615659713745,0.9999967813491821,81.35494232177734
nsl_kdd_v2,rf_5class_cw,59,3,0,0,0.6862724423408508,0.3333333432674408,0.6862724423408508,53.94575500488281
nsl_kdd_v2,rf_5class_cw,60,0,0,1,0.9999967813491821,0.5384615659713745,0.9999967813491821,81.35494232177734
nsl_kdd_v2,rf_5class_cw,61,3,0,0,0.7441433668136597,0.4285714328289032,0.7441433668136597,61.912567138671875
nsl_kdd_v2,rf_5class_cw,62,0,0,1,0.9999967813491821,0.5384615659713745,0.9999967813491821,81.35494232177734
nsl_kdd_v2,rf_5class_cw,63,0,0,1,0.9999967813491821,0.5384615659713745,0.9999967813491821,81.35494232177734
nsl_kdd_v2,rf_5class_cw,64,2,0,0,0.9919171333312988,0.6666666865348816,0.9919171333312988,86.88667297363281
nsl_kdd_v2,rf_5class_cw,65,0,0,1,0.9999967813491821,0.8181818127632141,0.9999967813491821,93.52958679199219
nsl_kdd_v2,rf_5class_cw,66,0,0,1,0.9999967813491821,0.4285714328289032,0.9999967813491821,75.39458465576172
nsl_kdd_v2,rf_5class_cw,67,1,1,1,0.9999967813491821,0.8181818127632141,0.9999933242797852,93.52947235107422
nsl_kdd_v2,rf_5class_cw,68,0,0,1,0.9999967813491821,0.6666666865348816,0.9999967813491821,87.35786437988281
nsl_kdd_v2,rf_5class_cw,69,0,0,1,0.9999967813491821,0.5384615659713745,0.9999967813491821,81.35494232177734
nsl_kdd_v2,rf_5class_cw,70,0,0,1,0.9999967813491821,0.8181818127632141,0.9999967813491821,93.52958679199219
nsl_kdd_v2,rf_5class_cw,71,2,2,1,0.9999967813491821,0.8181818127632141,0.9999967813491821,93.52958679199219
nsl_kdd_v2,rf_5class_cw,72,0,0,1,0.9999967813491821,0.6666666865348816,0.9999967813491821,87.35786437988281
nsl_kdd_v2,rf_5class_cw,73,1,1,1,0.9999967813491821,0.6666666865348816,0.9999933242797852,87.35775756835938
nsl_kdd_v2,rf_5class_cw,74,3,0,0,0.6727510094642639,0.5384615659713745,0.6727510094642639,62.46275329589844
nsl_kdd_v2,rf_5class_cw,75,4,0,0,0.9963518977165222,0.5384615659713745,0.9963518977165222,81.15714263916016
nsl_kdd_v2,rf_5class_cw,76,3,0,0,0.9920011162757874,0.8181818127632141,0.9920011162757874,93.03036499023438
nsl_kdd_v2,rf_5class_cw,77,2,0,0,0.9691593647003174,0.6666666865348816,0.9691593647003174,85.55256652832031
nsl_kdd_v2,rf_5class_cw,78,0,0,1,0.9999967813491821,0.4285714328289032,0.9999967813491821,75.39458465576172
nsl_kdd_v2,rf_5class_cw,79,0,0,1,0.9999967813491821,0.6666666865348816,0.9999967813491821,87.35786437988281
nsl_kdd_v2,rf_5class_cw,80,1,1,1,0.9999967813491821,0.6666666865348816,0.9999933242797852,87.35775756835938
nsl_kdd_v2,rf_5class_cw,81,2,2,1,0.9999967813491821,0.5384615659713745,0.9999967813491821,81.35494232177734
nsl_kdd_v2,rf_5class_cw,82,1,1,1,0.9999967813491821,0.6666666865348816,0.9999933242797852,87.35775756835938
nsl_kdd_v2,rf_5class_cw,83,4,0,0,0.9997794032096863,0.5384615659713745,0.9997794032096863,81.34315490722656
nsl_kdd_v2,rf_5class_cw,84,0,2,0,0.9999967813491821,0.6666666865348816,0.9999967813491821,87.35786437988281
nsl_kdd_v2,rf_5class_cw,85,1,1,1,0.9999967813491821,0.5384615659713745,0.9999933242797852,81.3548583984375
nsl_kdd_v2,rf_5class_cw,86,0,0,1,0.9999967813491821,0.5384615659713745,0.9999967813491821,81.35494232177734
nsl_kdd_v2,rf_5class_cw,87,1,0,0,0.9506139755249023,0.6666666865348816,0.9506139755249023,84.45765686035156
nsl_kdd_v2,rf_5class_cw,88,0,0,1,0.9999967813491821,0.5384615659713745,0.9999967813491821,81.35494232177734
nsl_kdd_v2,rf_5class_cw,89,1,1,1,0.9999967813491821,0.8181818127632141,0.9999933242797852,93.52947235107422
nsl_kdd_v2,rf_5class_cw,90,0,2,0,0.9999967813491821,0.5384615659713745,0.9999967813491821,81.35494232177734
nsl_kdd_v2,rf_5class_cw,91,1,1,1,0.9999967813491821,0.6666666865348816,0.9999933242797852,87.35775756835938
nsl_kdd_v2,rf_5class_cw,92,0,0,1,0.9999967813491821,0.5384615659713745,0.9999967813491821,81.35494232177734
nsl_kdd_v2,rf_5class_cw,93,1,1,1,0.9999967813491821,0.6666666865348816,0.9999933242797852,87.35775756835938
nsl_kdd_v2,rf_5class_cw,94,4,0,0,0.97576504945755,0.4285714328289032,0.97576504945755,74.17164611816406
nsl_kdd_v2,rf_5class_cw,95,4,0,0,0.9999212622642517,0.5384615659713745,0.9999212622642517,81.3508529663086
nsl_kdd_v2,rf_5class_cw,96,1,1,1,0.9999967813491821,0.6666666865348816,0.9999933242797852,87.35775756835938
nsl_kdd_v2,rf_5class_cw,97,0,0,1,0.9999967813491821,0.5384615659713745,0.9999967813491821,81.35494232177734
nsl_kdd_v2,rf_5class_cw,98,0,0,1,0.9999967813491821,0.5384615659713745,0.9999967813491821,81.35494232177734
nsl_kdd_v2,rf_5class_cw,99,1,1,1,0.9999967813491821,0.6666666865348816,0.9999933242797852,87.35775756835938
nsl_kdd_v2,rf_5class_cw,100,3,0,0,0.9999875426292419,0.4285714328289032,0.9999875426292419,75.39411926269531
nsl_kdd_v2,rf_5class_cw,101,2,0,0,0.9691599011421204,0.5384615659713745,0.9691599011421204,79.67373657226562
nsl_kdd_v2,rf_5class_cw,102,2,0,0,0.9691599011421204,0.6666666865348816,0.9691599011421204,85.55259704589844
nsl_kdd_v2,rf_5class_cw,103,3,0,0,0.9999876022338867,0.4285714328289032,0.9999876022338867,75.39412689208984
nsl_kdd_v2,rf_5class_cw,104,0,0,1,0.9999967813491821,0.4285714328289032,0.9999967813491821,75.39458465576172
nsl_kdd_v2,rf_5class_cw,105,3,0,0,0.9694730639457703,0.5384615659713745,0.9694730639457703,79.6908950805664
nsl_kdd_v2,rf_5class_cw,106,1,1,1,0.9999967813491821,0.8181818127632141,0.9999933242797852,93.52947235107422
nsl_kdd_v2,rf_5class_cw,107,2,0,0,0.7005316615104675,0.6666666865348816,0.7005316615104675,68.9056396484375
nsl_kdd_v2,rf_5class_cw,108,2,2,1,0.6242756247520447,0.4285714328289032,0.6242756247520447,55.0713005065918
nsl_kdd_v2,rf_5class_cw,109,4,0,0,0.9999967813491821,0.5384615659713745,0.9999967813491821,81.35494232177734
nsl_kdd_v2,rf_5class_cw,110,4,3,0,0.5124476552009583,0.4285714328289032,0.012147022411227226,13.869075775146484
nsl_kdd_v2,rf_5class_cw,111,0,0,1,0.9999967813491821,0.6666666865348816,0.9999967813491821,87.35786437988281
nsl_kdd_v2,rf_5class_cw,112,3,0,0,0.9999967813491821,0.8181818127632141,0.9999967813491821,93.52958679199219
nsl_kdd_v2,rf_5class_cw,113,0,0,1,0.9999967217445374,0.6666666865348816,0.9999967217445374,87.35785675048828
nsl_kdd_v2,rf_5class_cw,114,2,0,0,0.9691599011421204,0.6666666865348816,0.9691599011421204,85.55259704589844
nsl_kdd_v2,rf_5class_cw,115,0,0,1,0.9919171333312988,0.8181818127632141,0.9919171333312988,93.02511596679688
nsl_kdd_v2,rf_5class_cw,116,2,2,1,0.6242756247520447,0.8181818127632141,0.6242756247520447,68.3178482055664
nsl_kdd_v2,rf_5class_cw,117,3,0,0,0.9999961256980896,0.6666666865348816,0.9999961256980896,87.35782623291016
nsl_kdd_v2,rf_5class_cw,118,3,0,0,0.9999961853027344,0.6666666865348816,0.9999961853027344,87.35782623291016
nsl_kdd_v2,rf_5class_cw,119,2,2,1,0.9999967813491821,0.5384615659713745,0.9999967813491821,81.35494232177734
nsl_kdd_v2,rf_5class_cw,120,1,1,1,0.9999967813491821,0.8181818127632141,0.9999933242797852,93.52947235107422
nsl_kdd_v2,rf_5class_cw,121,3,0,0,0.9999967813491821,0.6666666865348816,0.9999967813491821,87.35786437988281
nsl_kdd_v2,rf_5class_cw,122,3,0,0,0.9691599011421204,0.6666666865348816,0.9691599011421204,85.55259704589844
nsl_kdd_v2,rf_5class_cw,123,1,1,1,0.9999967813491821,0.6666666865348816,0.9999933242797852,87.35775756835938
nsl_kdd_v2,rf_5class_cw,124,2,2,1,0.7485467195510864,0.6666666865348816,0.7485467195510864,72.019287109375
nsl_kdd_v2,rf_5class_cw,125,1,1,1,0.5648799538612366,0.6666666865348816,0.09350208938121796,32.776458740234375
nsl_kdd_v2,rf_5class_cw,126,1,2,0,0.5263147354125977,0.6666666865348816,0.5263147354125977,56.94644546508789
nsl_kdd_v2,rf_5class_cw,127,0,0,1,0.9999967813491821,0.5384615659713745,0.9999967813491821,81.35494232177734
nsl_kdd_v2,rf_5class_cw,128,0,0,1,0.9999967813491821,0.6666666865348816,0.9999967813491821,87.35786437988281
nsl_kdd_v2,rf_5class_cw,129,1,1,1,0.6428553462028503,0.6666666865348816,0.2559504806995392,47.869544982910156
nsl_kdd_v2,rf_5class_cw,130,0,0,1,0.9999967813491821,0.5384615659713745,0.9999967813491821,81.35494232177734
nsl_kdd_v2,rf_5class_cw,131,1,1,1,0.9999967813491821,0.8181818127632141,0.9999933242797852,93.52947235107422
nsl_kdd_v2,rf_5class_cw,132,1,1,1,0.9999967813491821,0.8181818127632141,0.9999933242797852,93.52947235107422
nsl_kdd_v2,rf_5class_cw,133,1,1,1,0.9999967813491821,0.6666666865348816,0.9999933242797852,87.35775756835938
nsl_kdd_v2,rf_5class_cw,134,2,2,1,0.9999967813491821,0.5384615659713745,0.9999967813491821,81.35494232177734
nsl_kdd_v2,rf_5class_cw,135,0,0,1,0.9999967813491821,0.8181818127632141,0.9999967813491821,93.52958679199219
nsl_kdd_v2,rf_5class_cw,136,4,0,0,0.6247624754905701,0.4285714328289032,0.6247624754905701,55.09992980957031
nsl_kdd_v2,rf_5class_cw,137,4,3,0,0.6726434230804443,0.5384615659713745,0.3367273211479187,49.59135818481445
nsl_kdd_v2,rf_5class_cw,138,3,0,0,0.9999711513519287,0.4285714328289032,0.9999711513519287,75.39329528808594
nsl_kdd_v2,rf_5class_cw,139,3,0,0,0.9999967813491821,0.6666666865348816,0.9999967813491821,87.35786437988281
nsl_kdd_v2,rf_5class_cw,140,2,2,1,0.9999967813491821,0.6666666865348816,0.9999967813491821,87.35786437988281
nsl_kdd_v2,rf_5class_cw,141,2,2,1,0.9999967813491821,0.6666666865348816,0.9999967813491821,87.35786437988281
nsl_kdd_v2,rf_5class_cw,142,3,0,0,0.9919171333312988,0.8181818127632141,0.9919171333312988,93.02511596679688
nsl_kdd_v2,rf_5class_cw,143,1,1,1,0.9999967813491821,0.8181818127632141,0.9999933242797852,93.52947235107422
nsl_kdd_v2,rf_5class_cw,144,2,2,1,0.7485467195510864,0.8181818127632141,0.7485467195510864,77.10736846923828
nsl_kdd_v2,rf_5class_cw,145,2,2,1,0.9999967813491821,0.4285714328289032,0.9999967813491821,75.39458465576172
nsl_kdd_v2,rf_5class_cw,146,0,0,1,0.9999967813491821,0.6666666865348816,0.9999967813491821,87.35786437988281
nsl_kdd_v2,rf_5class_cw,147,1,1,1,0.9999967813491821,0.6666666865348816,0.9999933242797852,87.35775756835938
nsl_kdd_v2,rf_5class_cw,148,0,0,1,0.9999967813491821,0.6666666865348816,0.9999967813491821,87.35786437988281
nsl_kdd_v2,rf_5class_cw,149,2,2,1,0.9999967813491821,0.5384615659713745,0.9999967813491821,81.35494232177734
nsl_kdd_v2,rf_5class_cw,150,3,0,0,0.9999874234199524,0.4285714328289032,0.9999874234199524,75.39411163330078
nsl_kdd_v2,rf_5class_cw,151,2,2,1,0.6242756247520447,0.4285714328289032,0.6242756247520447,55.0713005065918
nsl_kdd_v2,rf_5class_cw,152,2,0,0,0.901633083820343,0.5384615659713745,0.901633083820343,75.92849731445312
nsl_kdd_v2,rf_5class_cw,153,0,0,1,0.9999967813491821,0.6666666865348816,0.9999967813491821,87.35786437988281
nsl_kdd_v2,rf_5class_cw,154,0,0,1,0.9999967813491821,0.3333333432674408,0.9999967813491821,69.33597564697266
nsl_kdd_v2,rf_5class_cw,155,1,0,0,0.9999967813491821,0.5384615659713745,0.9999967813491821,81.35494232177734
nsl_kdd_v2,rf_5class_cw,156,2,2,1,0.9999967813491821,0.5384615659713745,0.9999967813491821,81.35494232177734
nsl_kdd_v2,rf_5class_cw,157,0,0,1,0.9999967813491821,0.5384615659713745,0.9999967813491821,81.35494232177734
nsl_kdd_v2,rf_5class_cw,158,1,0,0,0.9920603632926941,0.6666666865348816,0.9920603632926941,86.8950424194336
nsl_kdd_v2,rf_5class_cw,159,4,4,1,0.8106175065040588,0.4285714328289032,0.8106175065040588,65.54683685302734
nsl_kdd_v2,rf_5class_cw,160,1,1,1,0.9999967813491821,0.8181818127632141,0.9999933242797852,93.52947235107422
nsl_kdd_v2,rf_5class_cw,161,2,2,1,0.9999967813491821,0.5384615659713745,0.9999967813491821,81.35494232177734
nsl_kdd_v2,rf_5class_cw,162,0,0,1,0.9999967813491821,0.5384615659713745,0.9999967813491821,81.35494232177734
nsl_kdd_v2,rf_5class_cw,163,1,1,1,0.9999967813491821,0.8181818127632141,0.9999933242797852,93.52947235107422
nsl_kdd_v2,rf_5class_cw,164,2,2,1,0.6505079865455627,0.5384615659713745,0.6505079865455627,61.07826232910156
nsl_kdd_v2,rf_5class_cw,165,1,1,1,0.9999967813491821,0.6666666865348816,0.9999933242797852,87.35775756835938
nsl_kdd_v2,rf_5class_cw,166,2,2,1,0.6242756247520447,0.5384615659713745,0.6242756247520447,59.42499542236328
nsl_kdd_v2,rf_5class_cw,167,3,0,0,0.9920227527618408,0.8181818127632141,0.9920227527618408,93.0317153930664
nsl_kdd_v2,rf_5class_cw,168,0,0,1,0.9999967813491821,0.6666666865348816,0.9999967813491821,87.35786437988281
nsl_kdd_v2,rf_5class_cw,169,0,0,1,0.9999967813491821,0.8181818127632141,0.9999967813491821,93.52958679199219
nsl_kdd_v2,rf_5class_cw,170,1,1,1,0.9999967813491821,1.0,0.9999933242797852,99.99967193603516
nsl_kdd_v2,rf_5class_cw,171,2,2,1,0.9999967813491821,0.8181818127632141,0.9999967813491821,93.52958679199219
nsl_kdd_v2,rf_5class_cw,172,2,1,0,0.9999967813491821,0.6666666865348816,0.9999933242797852,87.35775756835938
nsl_kdd_v2,rf_5class_cw,173,0,0,1,0.9999967813491821,0.5384615659713745,0.9999967813491821,81.35494232177734
nsl_kdd_v2,rf_5class_cw,174,1,1,1,0.9999967813491821,0.8181818127632141,0.9999933242797852,93.52947235107422
nsl_kdd_v2,rf_5class_cw,175,2,1,0,0.8113182783126831,0.6666666865348816,0.6069139838218689,68.98304748535156
nsl_kdd_v2,rf_5class_cw,176,1,1,1,0.9999967813491821,0.8181818127632141,0.9999933242797852,93.52947235107422
nsl_kdd_v2,rf_5class_cw,177,3,0,0,0.9999954700469971,0.5384615659713745,0.9999954700469971,81.35487365722656
nsl_kdd_v2,rf_5class_cw,178,0,0,1,0.9999967813491821,0.5384615659713745,0.9999967813491821,81.35494232177734
nsl_kdd_v2,rf_5class_cw,179,4,0,0,0.9883109927177429,0.4285714328289032,0.9883109927177429,74.80606079101562
nsl_kdd_v2,rf_5class_cw,180,0,0,1,0.9999967813491821,0.6666666865348816,0.9999967813491821,87.35786437988281
nsl_kdd_v2,rf_5class_cw,181,3,0,0,0.9999961256980896,0.5384615659713745,0.9999961256980896,81.35491180419922
nsl_kdd_v2,rf_5class_cw,182,1,1,1,0.9999967813491821,0.6666666865348816,0.9999933242797852,87.35775756835938
nsl_kdd_v2,rf_5class_cw,183,1,1,1,0.9999967813491821,0.8181818127632141,0.9999933242797852,93.52947235107422
nsl_kdd_v2,rf_5class_cw,184,4,0,0,0.9999967813491821,0.6666666865348816,0.9999967813491821,87.35786437988281
nsl_kdd_v2,rf_5class_cw,185,1,1,1,0.9999967813491821,0.6666666865348816,0.9999933242797852,87.35775756835938
nsl_kdd_v2,rf_5class_cw,186,0,0,1,0.9998255372047424,0.6666666865348816,0.9998255372047424,87.34788513183594
nsl_kdd_v2,rf_5class_cw,187,0,0,1,0.9999967813491821,0.8181818127632141,0.9999967813491821,93.52958679199219
nsl_kdd_v2,rf_5class_cw,188,3,0,0,0.9999961256980896,0.6666666865348816,0.9999961256980896,87.35782623291016
nsl_kdd_v2,rf_5class_cw,189,1,1,1,0.9999967813491821,0.8181818127632141,0.9999933242797852,93.52947235107422
nsl_kdd_v2,rf_5class_cw,190,0,0,1,0.9999967813491821,0.5384615659713745,0.9999967813491821,81.35494232177734
nsl_kdd_v2,rf_5class_cw,191,4,0,0,0.9972652792930603,0.5384615659713745,0.9972652792930603,81.20673370361328
nsl_kdd_v2,rf_5class_cw,192,1,1,1,0.9920603632926941,0.6666666865348816,0.9834590554237366,86.64318084716797
nsl_kdd_v2,rf_5class_cw,193,3,0,0,0.9999967813491821,0.8181818127632141,0.9999967813491821,93.52958679199219
nsl_kdd_v2,rf_5class_cw,194,3,0,0,0.9999967813491821,0.6666666865348816,0.9999967813491821,87.35786437988281
nsl_kdd_v2,rf_5class_cw,195,0,0,1,0.9999967813491821,0.6666666865348816,0.9999967813491821,87.35786437988281
nsl_kdd_v2,rf_5class_cw,196,2,0,0,0.9691599011421204,0.8181818127632141,0.9691599011421204,91.5967788696289
nsl_kdd_v2,rf_5class_cw,197,4,0,0,0.9999967813491821,0.6666666865348816,0.9999967813491821,87.35786437988281
nsl_kdd_v2,rf_5class_cw,198,3,0,0,0.9999967813491821,0.6666666865348816,0.9999967813491821,87.35786437988281
nsl_kdd_v2,rf_5class_cw,199,4,0,0,0.9999654293060303,0.6666666865348816,0.9999654293060303,87.35603332519531
nsl_kdd_v2,rf_5class_cw,200,1,1,1,0.9999967813491821,0.6666666865348816,0.9999933242797852,87.35775756835938
nsl_kdd_v2,rf_5class_cw,201,1,1,1,0.9999967813491821,0.6666666865348816,0.9999933242797852,87.35775756835938
nsl_kdd_v2,rf_5class_cw,202,2,2,1,0.5037471652030945,0.8181818127632141,0.5037471652030945,59.21408462524414
nsl_kdd_v2,rf_5class_cw,203,4,0,0,0.9999967813491821,0.5384615659713745,0.9999967813491821,81.35494232177734
nsl_kdd_v2,rf_5class_cw,204,0,0,1,0.9999967813491821,0.6666666865348816,0.9999967813491821,87.35786437988281
nsl_kdd_v2,rf_5class_cw,205,4,0,0,0.9999654293060303,0.8181818127632141,0.9999654293060303,93.52762603759766
nsl_kdd_v2,rf_5class_cw,206,2,0,0,0.9691599011421204,0.6666666865348816,0.9691599011421204,85.55259704589844
nsl_kdd_v2,rf_5class_cw,207,0,0,1,0.9999967813491821,0.6666666865348816,0.9999967813491821,87.35786437988281
nsl_kdd_v2,rf_5class_cw,208,2,0,0,0.901633083820343,0.8181818127632141,0.901633083820343,87.29107666015625
nsl_kdd_v2,rf_5class_cw,209,2,2,1,0.9999967813491821,0.5384615659713745,0.9999967813491821,81.35494232177734
nsl_kdd_v2,rf_5class_cw,210,3,0,0,0.9920233488082886,1.0,0.9920233488082886,99.4675064086914
nsl_kdd_v2,rf_5class_cw,211,1,0,0,0.9999967813491821,0.6666666865348816,0.9999967813491821,87.35786437988281
nsl_kdd_v2,rf_5class_cw,212,1,1,1,0.9999967813491821,0.6666666865348816,0.9999933242797852,87.35775756835938
nsl_kdd_v2,rf_5class_cw,213,2,0,0,0.9691599011421204,0.5384615659713745,0.9691599011421204,79.67373657226562
nsl_kdd_v2,rf_5class_cw,214,0,0,1,0.9999967813491821,0.5384615659713745,0.9999967813491821,81.35494232177734
nsl_kdd_v2,rf_5class_cw,215,3,0,0,0.9920233488082886,0.6666666865348816,0.9920233488082886,86.89287567138672
nsl_kdd_v2,rf_5class_cw,216,3,0,0,0.9920227527618408,0.5384615659713745,0.9920227527618408,80.92188262939453
nsl_kdd_v2,rf_5class_cw,217,3,0,0,0.9999967813491821,0.8181818127632141,0.9999967813491821,93.52958679199219
nsl_kdd_v2,rf_5class_cw,218,3,0,0,0.9999911189079285,0.6666666865348816,0.9999911189079285,87.35753631591797
nsl_kdd_v2,rf_5class_cw,219,1,1,1,0.9999967813491821,0.6666666865348816,0.9999933242797852,87.35775756835938
nsl_kdd_v2,rf_5class_cw,220,2,0,0,0.9506139755249023,0.6666666865348816,0.9506139755249023,84.45765686035156
