dataset,model,sample_position,true_class,pred_class,correct,c1,c2,c3,scts
nsl_kdd_v2,rf_5class_cw,20,0,0,1,0.9999878406524658,0.8181818127632141,0.0,0.9352939128875732
nsl_kdd_v2,rf_5class_cw,21,3,0,0,0.9999582171440125,0.4285714328289032,0.0,0.7539368271827698
nsl_kdd_v2,rf_5class_cw,22,0,0,1,0.9999878406524658,0.5384615659713745,0.0,0.8135477900505066
nsl_kdd_v2,rf_5class_cw,23,1,1,1,0.8057726621627808,0.4285714328289032,0.0,0.701582133769989
nsl_kdd_v2,rf_5class_cw,24,0,0,1,0.9105532765388489,0.8181818127632141,0.0,0.9065358638763428
nsl_kdd_v2,rf_5class_cw,25,2,2,1,0.9999878406524658,0.8181818127632141,0.0,0.9352939128875732
nsl_kdd_v2,rf_5class_cw,26,0,0,1,0.9727895259857178,0.6666666865348816,0.0,0.8655838966369629
nsl_kdd_v2,rf_5class_cw,27,4,0,0,0.5022048950195312,0.5384615659713745,0.0,0.6466636657714844
nsl_kdd_v2,rf_5class_cw,28,3,0,0,0.9730626940727234,0.5384615659713745,0.0,0.8061795234680176
nsl_kdd_v2,rf_5class_cw,29,1,1,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,30,1,1,1,0.8438441753387451,0.5384615659713745,0.0,0.7687861919403076
nsl_kdd_v2,rf_5class_cw,31,4,0,0,0.9726259112358093,0.6666666865348816,0.0,0.865535318851471
nsl_kdd_v2,rf_5class_cw,32,2,2,1,0.8368991017341614,0.6666666865348816,0.0,0.8232413530349731
nsl_kdd_v2,rf_5class_cw,33,2,2,1,0.6535771489143372,0.6666666865348816,0.0,0.7581151127815247
nsl_kdd_v2,rf_5class_cw,34,1,1,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,35,3,0,0,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,36,1,1,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,37,1,1,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,38,1,1,1,0.9999878406524658,0.8181818127632141,0.0,0.9352939128875732
nsl_kdd_v2,rf_5class_cw,39,2,2,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,40,0,0,1,0.9999878406524658,0.5384615659713745,0.0,0.8135477900505066
nsl_kdd_v2,rf_5class_cw,41,3,0,0,0.9999875426292419,0.5384615659713745,0.0,0.8135477304458618
nsl_kdd_v2,rf_5class_cw,42,1,1,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,43,2,2,1,0.9999878406524658,0.5384615659713745,0.0,0.8135477900505066
nsl_kdd_v2,rf_5class_cw,44,2,2,1,0.7142732739448547,0.6666666865348816,0.0,0.780892014503479
nsl_kdd_v2,rf_5class_cw,45,3,0,0,0.9614933729171753,0.8181818127632141,0.0,0.9231352210044861
nsl_kdd_v2,rf_5class_cw,46,1,1,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,47,1,1,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,48,0,0,1,0.9999878406524658,0.5384615659713745,0.0,0.8135477900505066
nsl_kdd_v2,rf_5class_cw,49,3,0,0,0.7999902367591858,0.6666666865348816,0.0,0.8109568357467651
nsl_kdd_v2,rf_5class_cw,50,2,2,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,51,2,0,0,0.8648421168327332,0.5384615659713745,0.0,0.7751107811927795
nsl_kdd_v2,rf_5class_cw,52,3,0,0,0.9999878406524658,0.4285714328289032,0.0,0.7539442777633667
nsl_kdd_v2,rf_5class_cw,53,1,1,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,54,2,2,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,55,3,0,0,0.9999878406524658,0.5384615659713745,0.0,0.8135477900505066
nsl_kdd_v2,rf_5class_cw,56,1,1,1,0.9999878406524658,0.4285714328289032,0.0,0.7539442777633667
nsl_kdd_v2,rf_5class_cw,57,0,0,1,0.9999878406524658,0.5384615659713745,0.0,0.8135477900505066
nsl_kdd_v2,rf_5class_cw,58,2,2,1,0.9999878406524658,0.5384615659713745,0.0,0.8135477900505066
nsl_kdd_v2,rf_5class_cw,59,3,3,1,0.6410186290740967,0.4285714328289032,0.4142979383468628,48.46209716796875
nsl_kdd_v2,rf_5class_cw,60,0,0,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,61,3,0,0,0.737034022808075,0.5384615659713745,0.0,0.7348759174346924
nsl_kdd_v2,rf_5class_cw,62,0,0,1,0.9999878406524658,0.5384615659713745,0.0,0.8135477900505066
nsl_kdd_v2,rf_5class_cw,63,0,0,1,0.9999878406524658,0.5384615659713745,0.0,0.8135477900505066
nsl_kdd_v2,rf_5class_cw,64,2,0,0,0.9727895259857178,0.6666666865348816,0.0,0.8655838966369629
nsl_kdd_v2,rf_5class_cw,65,0,0,1,0.9999878406524658,0.8181818127632141,0.0,0.9352939128875732
nsl_kdd_v2,rf_5class_cw,66,0,0,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,67,1,1,1,0.9736726880073547,0.8181818127632141,0.0,0.9270166754722595
nsl_kdd_v2,rf_5class_cw,68,0,0,1,0.9999878406524658,0.8181818127632141,0.0,0.9352939128875732
nsl_kdd_v2,rf_5class_cw,69,0,0,1,0.9999878406524658,0.8181818127632141,0.0,0.9352939128875732
nsl_kdd_v2,rf_5class_cw,70,0,0,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,71,2,2,1,0.9999878406524658,0.8181818127632141,0.0,0.9352939128875732
nsl_kdd_v2,rf_5class_cw,72,0,0,1,0.9999878406524658,0.5384615659713745,0.0,0.8135477900505066
nsl_kdd_v2,rf_5class_cw,73,1,1,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,74,3,3,1,0.6304914355278015,0.5384615659713745,0.3971221148967743,51.276611328125
nsl_kdd_v2,rf_5class_cw,75,4,0,0,0.9980772733688354,0.6666666865348816,0.0,0.8730201125144958
nsl_kdd_v2,rf_5class_cw,76,3,0,0,0.9727895259857178,0.8181818127632141,0.0,0.9267362952232361
nsl_kdd_v2,rf_5class_cw,77,2,0,0,0.9673060178756714,0.4285714328289032,0.0,0.7456396222114563
nsl_kdd_v2,rf_5class_cw,78,0,0,1,0.9999878406524658,0.4285714328289032,0.0,0.7539442777633667
nsl_kdd_v2,rf_5class_cw,79,0,0,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,80,1,1,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,81,2,2,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,82,1,1,1,0.9999878406524658,0.8181818127632141,0.0,0.9352939128875732
nsl_kdd_v2,rf_5class_cw,83,4,0,0,0.999814510345459,0.6666666865348816,0.0,0.873526394367218
nsl_kdd_v2,rf_5class_cw,84,0,2,0,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,85,1,1,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,86,0,0,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,87,1,0,0,0.9105532765388489,0.6666666865348816,0.0,0.8467164039611816
nsl_kdd_v2,rf_5class_cw,88,0,0,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,89,1,1,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,90,0,2,0,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,91,1,1,1,0.9999878406524658,0.8181818127632141,0.0,0.9352939128875732
nsl_kdd_v2,rf_5class_cw,92,0,0,1,0.9999878406524658,0.5384615659713745,0.0,0.8135477900505066
nsl_kdd_v2,rf_5class_cw,93,1,1,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,94,4,0,0,0.871158242225647,0.4285714328289032,0.0,0.7200677394866943
nsl_kdd_v2,rf_5class_cw,95,4,0,0,0.999877393245697,0.5384615659713745,0.0,0.8135178089141846
nsl_kdd_v2,rf_5class_cw,96,1,1,1,0.9999878406524658,0.5384615659713745,0.0,0.8135477900505066
nsl_kdd_v2,rf_5class_cw,97,0,0,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,98,0,0,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,99,1,1,1,0.9999878406524658,0.5384615659713745,0.0,0.8135477900505066
nsl_kdd_v2,rf_5class_cw,100,3,0,0,0.9999680519104004,0.4285714328289032,0.0,0.7539392709732056
nsl_kdd_v2,rf_5class_cw,101,2,0,0,0.9727895259857178,0.6666666865348816,0.0,0.8655838966369629
nsl_kdd_v2,rf_5class_cw,102,2,0,0,0.9673060178756714,0.6666666865348816,0.0,0.8639544248580933
nsl_kdd_v2,rf_5class_cw,103,3,0,0,0.9999680519104004,0.5384615659713745,0.0,0.8135424256324768
nsl_kdd_v2,rf_5class_cw,104,0,0,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,105,3,0,0,0.9557291865348816,0.5384615659713745,0.0,0.8013639450073242
nsl_kdd_v2,rf_5class_cw,106,1,1,1,0.9999878406524658,0.8181818127632141,0.0,0.9352939128875732
nsl_kdd_v2,rf_5class_cw,107,2,2,1,0.759480357170105,0.6666666865348816,0.0,0.7970306873321533
nsl_kdd_v2,rf_5class_cw,108,2,2,1,0.7764579057693481,0.5384615659713745,0.0,0.7477518320083618
nsl_kdd_v2,rf_5class_cw,109,4,0,0,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,110,4,3,0,0.746623158454895,0.6666666865348816,0.5865987539291382,66.34127044677734
nsl_kdd_v2,rf_5class_cw,111,0,0,1,0.9999878406524658,0.8181818127632141,0.0,0.9352939128875732
nsl_kdd_v2,rf_5class_cw,112,3,0,0,0.9727895259857178,0.8181818127632141,0.0,0.9267362952232361
nsl_kdd_v2,rf_5class_cw,113,0,0,1,0.9727895259857178,0.6666666865348816,0.0,0.8655838966369629
nsl_kdd_v2,rf_5class_cw,114,2,0,0,0.9673060178756714,0.6666666865348816,0.0,0.8639544248580933
nsl_kdd_v2,rf_5class_cw,115,0,0,1,0.9727895259857178,0.6666666865348816,0.0,0.8655838966369629
nsl_kdd_v2,rf_5class_cw,116,2,2,1,0.7360993027687073,0.5384615659713745,0.0,0.7345651388168335
nsl_kdd_v2,rf_5class_cw,117,3,0,0,0.8285627961158752,0.5384615659713745,0.0,0.7641171813011169
nsl_kdd_v2,rf_5class_cw,118,3,0,0,0.9999857544898987,0.6666666865348816,0.0,0.8735762238502502
nsl_kdd_v2,rf_5class_cw,119,2,2,1,0.9999878406524658,0.5384615659713745,0.0,0.8135477900505066
nsl_kdd_v2,rf_5class_cw,120,1,1,1,0.9999878406524658,0.8181818127632141,0.0,0.9352939128875732
nsl_kdd_v2,rf_5class_cw,121,3,0,0,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,122,3,0,0,0.9727895259857178,0.6666666865348816,0.0,0.8655838966369629
nsl_kdd_v2,rf_5class_cw,123,1,1,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,124,2,2,1,0.7810934782028198,0.6666666865348816,0.0,0.8045206665992737
nsl_kdd_v2,rf_5class_cw,125,1,1,1,0.6397256851196289,0.8181818127632141,0.0,0.805899977684021
nsl_kdd_v2,rf_5class_cw,126,1,2,0,0.5848951935768127,1.0,0.0,0.8362945914268494
nsl_kdd_v2,rf_5class_cw,127,0,0,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,128,0,0,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,129,1,1,1,0.8084145188331604,0.6666666865348816,0.0,0.8137934803962708
nsl_kdd_v2,rf_5class_cw,130,0,0,1,0.9999878406524658,0.5384615659713745,0.0,0.8135477900505066
nsl_kdd_v2,rf_5class_cw,131,1,1,1,0.9999878406524658,0.8181818127632141,0.0,0.9352939128875732
nsl_kdd_v2,rf_5class_cw,132,1,1,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,133,1,1,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,134,2,2,1,0.9999878406524658,0.5384615659713745,0.0,0.8135477900505066
nsl_kdd_v2,rf_5class_cw,135,0,0,1,0.9999878406524658,0.8181818127632141,0.0,0.9352939128875732
nsl_kdd_v2,rf_5class_cw,136,4,3,0,0.6246410608291626,0.5384615659713745,0.38757675886154175,50.70463562011719
nsl_kdd_v2,rf_5class_cw,137,4,3,0,0.7470453977584839,0.4285714328289032,0.5872876644134521,57.28932571411133
nsl_kdd_v2,rf_5class_cw,138,3,0,0,0.9999521970748901,0.4285714328289032,0.0,0.7539353370666504
nsl_kdd_v2,rf_5class_cw,139,3,0,0,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,140,2,2,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,141,2,2,1,0.9999878406524658,0.5384615659713745,0.0,0.8135477900505066
nsl_kdd_v2,rf_5class_cw,142,3,0,0,0.9727895259857178,0.6666666865348816,0.0,0.8655838966369629
nsl_kdd_v2,rf_5class_cw,143,1,1,1,0.9999878406524658,0.8181818127632141,0.0,0.9352939128875732
nsl_kdd_v2,rf_5class_cw,144,2,2,1,0.8368991017341614,0.6666666865348816,0.0,0.8232413530349731
nsl_kdd_v2,rf_5class_cw,145,2,2,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,146,0,0,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,147,1,1,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,148,0,0,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,149,2,2,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,150,3,0,0,0.9730480909347534,0.4285714328289032,0.0,0.7471121549606323
nsl_kdd_v2,rf_5class_cw,151,2,2,1,0.5777703523635864,0.5384615659713745,0.0,0.6775946021080017
nsl_kdd_v2,rf_5class_cw,152,2,2,1,0.6613620519638062,0.6666666865348816,0.0,0.7611132860183716
nsl_kdd_v2,rf_5class_cw,153,0,0,1,0.9999878406524658,0.8181818127632141,0.0,0.9352939128875732
nsl_kdd_v2,rf_5class_cw,154,0,0,1,0.9999878406524658,0.5384615659713745,0.0,0.8135477900505066
nsl_kdd_v2,rf_5class_cw,155,1,0,0,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,156,2,2,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,157,0,0,1,0.9999878406524658,0.5384615659713745,0.0,0.8135477900505066
nsl_kdd_v2,rf_5class_cw,158,1,0,0,0.9730626940727234,0.6666666865348816,0.0,0.8656648993492126
nsl_kdd_v2,rf_5class_cw,159,4,4,1,0.9717372059822083,0.3333333432674408,0.0,0.686766505241394
nsl_kdd_v2,rf_5class_cw,160,1,1,1,0.9999878406524658,0.5384615659713745,0.0,0.8135477900505066
nsl_kdd_v2,rf_5class_cw,161,2,2,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,162,0,0,1,0.9999878406524658,0.5384615659713745,0.0,0.8135477900505066
nsl_kdd_v2,rf_5class_cw,163,1,1,1,0.9999878406524658,0.8181818127632141,0.0,0.9352939128875732
nsl_kdd_v2,rf_5class_cw,164,2,2,1,0.9999878406524658,0.5384615659713745,0.0,0.8135477900505066
nsl_kdd_v2,rf_5class_cw,165,1,1,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,166,2,2,1,0.7825962901115417,0.5384615659713745,0.0,0.749717116355896
nsl_kdd_v2,rf_5class_cw,167,3,0,0,0.9736726880073547,0.4285714328289032,0.0,0.7472719550132751
nsl_kdd_v2,rf_5class_cw,168,0,0,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,169,0,0,1,0.9999878406524658,0.8181818127632141,0.0,0.9352939128875732
nsl_kdd_v2,rf_5class_cw,170,1,1,1,0.9999878406524658,0.8181818127632141,0.0,0.9352939128875732
nsl_kdd_v2,rf_5class_cw,171,2,2,1,0.9999878406524658,0.8181818127632141,0.0,0.9352939128875732
nsl_kdd_v2,rf_5class_cw,172,2,1,0,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,173,0,0,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,174,1,1,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,175,2,1,0,0.8468222618103027,0.6666666865348816,0.0,0.826482355594635
nsl_kdd_v2,rf_5class_cw,176,1,1,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,177,3,0,0,0.9999875426292419,0.6666666865348816,0.0,0.8735767602920532
nsl_kdd_v2,rf_5class_cw,178,0,0,1,0.9999878406524658,0.5384615659713745,0.0,0.8135477900505066
nsl_kdd_v2,rf_5class_cw,179,4,0,0,0.9738525152206421,0.4285714328289032,0.0,0.7473179697990417
nsl_kdd_v2,rf_5class_cw,180,0,0,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,181,3,0,0,0.9999874234199524,0.5384615659713745,0.0,0.8135477304458618
nsl_kdd_v2,rf_5class_cw,182,1,1,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,183,1,1,1,0.9999878406524658,0.8181818127632141,0.0,0.9352939128875732
nsl_kdd_v2,rf_5class_cw,184,4,0,0,0.9999878406524658,0.8181818127632141,0.0,0.9352939128875732
nsl_kdd_v2,rf_5class_cw,185,1,1,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,186,0,0,1,0.9999521970748901,0.6666666865348816,0.0,0.8735663890838623
nsl_kdd_v2,rf_5class_cw,187,0,0,1,0.9999878406524658,0.5384615659713745,0.0,0.8135477900505066
nsl_kdd_v2,rf_5class_cw,188,3,0,0,0.9999855756759644,0.6666666865348816,0.0,0.8735762238502502
nsl_kdd_v2,rf_5class_cw,189,1,1,1,0.9999878406524658,0.8181818127632141,0.0,0.9352939128875732
nsl_kdd_v2,rf_5class_cw,190,0,0,1,0.9999878406524658,0.5384615659713745,0.0,0.8135477900505066
nsl_kdd_v2,rf_5class_cw,191,4,0,0,0.9987828135490417,0.5384615659713745,0.0,0.8132209181785583
nsl_kdd_v2,rf_5class_cw,192,1,1,1,0.9736726880073547,0.6666666865348816,0.0,0.8658457398414612
nsl_kdd_v2,rf_5class_cw,193,3,0,0,0.9999878406524658,0.8181818127632141,0.0,0.9352939128875732
nsl_kdd_v2,rf_5class_cw,194,3,0,0,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,195,0,0,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,196,2,0,0,0.9727895259857178,0.6666666865348816,0.0,0.8655838966369629
nsl_kdd_v2,rf_5class_cw,197,4,0,0,0.9999836683273315,0.6666666865348816,0.0,0.8735755681991577
nsl_kdd_v2,rf_5class_cw,198,3,0,0,0.9999878406524658,0.5384615659713745,0.0,0.8135477900505066
nsl_kdd_v2,rf_5class_cw,199,4,0,0,0.9999052882194519,0.6666666865348816,0.0,0.8735527992248535
nsl_kdd_v2,rf_5class_cw,200,1,1,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,201,1,1,1,0.9999878406524658,0.8181818127632141,0.0,0.9352939128875732
nsl_kdd_v2,rf_5class_cw,202,2,2,1,0.526675283908844,0.8181818127632141,0.0,0.7553197145462036
nsl_kdd_v2,rf_5class_cw,203,4,0,0,0.9999875426292419,0.8181818127632141,0.0,0.9352938532829285
nsl_kdd_v2,rf_5class_cw,204,0,0,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,205,4,0,0,0.9999680519104004,0.8181818127632141,0.0,0.9352877736091614
nsl_kdd_v2,rf_5class_cw,206,2,0,0,0.9727895259857178,0.5384615659713745,0.0,0.8061041235923767
nsl_kdd_v2,rf_5class_cw,207,0,0,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,208,2,2,1,0.5555480718612671,0.6666666865348816,0.0,0.7181415557861328
nsl_kdd_v2,rf_5class_cw,209,2,2,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,210,3,0,0,0.9999878406524658,0.8181818127632141,0.0,0.9352939128875732
nsl_kdd_v2,rf_5class_cw,211,1,0,0,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,212,1,1,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,213,2,0,0,0.9392601251602173,0.5384615659713745,0.0,0.7967342734336853
nsl_kdd_v2,rf_5class_cw,214,0,0,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,215,3,0,0,0.9999878406524658,0.5384615659713745,0.0,0.8135477900505066
nsl_kdd_v2,rf_5class_cw,216,3,0,0,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,217,3,0,0,0.9999878406524658,0.8181818127632141,0.0,0.9352939128875732
nsl_kdd_v2,rf_5class_cw,218,3,0,0,0.9999755620956421,0.6666666865348816,0.0,0.8735732436180115
nsl_kdd_v2,rf_5class_cw,219,1,1,1,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,220,2,0,0,0.9105532765388489,0.6666666865348816,0.0,0.8467164039611816
nsl_kdd_v2,rf_5class_cw,221,1,1,1,0.9999878406524658,0.5384615659713745,0.0,0.8135477900505066
nsl_kdd_v2,rf_5class_cw,222,1,1,1,0.589512288570404,0.4285714328289032,0.0,0.6321768760681152
nsl_kdd_v2,rf_5class_cw,223,1,1,1,0.9999878406524658,0.8181818127632141,0.0,0.9352939128875732
nsl_kdd_v2,rf_5class_cw,224,1,0,0,0.50713711977005,0.5384615659713745,0.0,0.6487737894058228
nsl_kdd_v2,rf_5class_cw,225,2,1,0,0.9999878406524658,0.6666666865348816,0.0,0.8735768795013428
nsl_kdd_v2,rf_5class_cw,226,2,2,1,0.9999878406524658,0.5384615659713745,0.0,0.8135477900505066
nsl_kdd_v2,rf_5class_cw,227,1,1,1,0.9999878406524658,0.8181818127632141,0.0,0.9352939128875732
nsl_kdd_v2,rf_5class_cw,228,3,0,0,0.9392601251602173,0.5384615659713745,0.0,0.7967342734336853
nsl_kdd_v2,rf_5class_cw,229,0,0,1,0.9392601251602173,0.6666666865348816,0.0,0.855522632598877
nsl_kdd_v2,rf_5class_cw,230,2,2,1,0.9999878406524658,0.8181818127632141,0.0,0.9352939128875732
nsl_kdd_v2,rf_5class_cw,231,1,1,1,0.9999878406524658,0.3333333432674408,0.0,0.6933583617210388
nsl_kdd_v2,rf_5class_cw,232,2,2,1,0.9999878406524658,0.4285714328289032,0.0,0.7539442777633667
nsl_kdd_v2,rf_5class_cw,233,3,0,0,0.9392601251602173,0.25,0.0,0.6169385313987732
nsl_kdd_v2,rf_5class_cw,234,0,0,1,0.9999878406524658,0.8181818127632141,0.0,0.9352939128875732
nsl_kdd_v2,rf_5class_cw,235,3,0,0,0.9999755620956421,0.6666666865348816,0.0,0.8735732436180115
